0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Title_t, "Piano"
1, 0, Instrument_name_t, "Steinway Grand Piano"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, SMPTE_offset, 33, 0, 0, 0, 0
1, 0, Tempo, 810811
1, 0, Control_c, 0, 0, 121
1, 0, Control_c, 0, 32, 0
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 101
1, 0, Control_c, 0, 7, 102
1, 0, Control_c, 0, 7, 110
1, 0, Control_c, 0, 10, 64
1, 0, Note_on_c, 0, 35, 50
1, 1, Control_c, 0, 101, 0
1, 1, Control_c, 0, 101, 0
1, 1, Control_c, 0, 100, 0
1, 1, Control_c, 0, 100, 0
1, 1, Control_c, 0, 6, 12
1, 1, Control_c, 0, 6, 12
1, 1, Control_c, 0, 38, 0
1, 1, Control_c, 0, 38, 0
1, 474, Note_off_c, 0, 35, 64
1, 480, Note_on_c, 0, 35, 50
1, 954, Note_off_c, 0, 35, 64
1, 960, Note_on_c, 0, 35, 50
1, 1434, Note_off_c, 0, 35, 64
1, 1440, Note_on_c, 0, 76, 65
1, 1900, Control_c, 0, 7, 102
1, 1914, Note_off_c, 0, 76, 0
1, 1920, Note_on_c, 0, 22, 50
1, 1920, Note_on_c, 0, 23, 50
1, 1920, Note_on_c, 0, 45, 69
1, 1920, Note_on_c, 0, 73, 64
1, 2160, Note_off_c, 0, 45, 0
1, 2160, Note_on_c, 0, 52, 64
1, 2384, Note_off_c, 0, 52, 0
1, 2400, Note_on_c, 0, 57, 65
1, 2400, Note_off_c, 0, 22, 64
1, 2622, Note_off_c, 0, 57, 0
1, 2640, Note_on_c, 0, 52, 64
1, 2865, Note_off_c, 0, 52, 0
1, 2880, Note_on_c, 0, 57, 67
1, 3356, Note_off_c, 0, 57, 0
1, 3360, Note_on_c, 0, 59, 65
1, 3360, Note_on_c, 0, 83, 65
1, 3364, Note_off_c, 0, 73, 0
1, 3582, Note_off_c, 0, 59, 0
1, 3600, Note_on_c, 0, 52, 64
1, 3823, Note_off_c, 0, 52, 0
1, 3834, Note_off_c, 0, 83, 0
1, 3840, Note_on_c, 0, 22, 50
