0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Title_t, "Piano"
1, 0, Instrument_name_t, "Steinway Grand Piano"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, SMPTE_offset, 1, 0, 0, 0, 0
1, 0, Tempo, 625000
1, 0, Note_on_c, 0, 35, 70
1, 480, Note_on_c, 0, 35, 70
1, 480, Note_off_c, 0, 35, 64
1, 960, Note_on_c, 0, 35, 70
1, 960, Note_off_c, 0, 35, 64
1, 1440, Note_on_c, 0, 35, 70
1, 1440, Note_off_c, 0, 35, 64
1, 1920, Control_c, 0, 0, 121
1, 1920, Control_c, 0, 32, 0
1, 1920, Program_c, 0, 0
1, 1920, Control_c, 0, 7, 101
1, 1920, Control_c, 0, 7, 102
1, 1920, Control_c, 0, 7, 110
1, 1920, Control_c, 0, 10, 64
1, 1920, Note_on_c, 0, 22, 70
1, 1920, Note_on_c, 0, 23, 70
1, 1920, Note_on_c, 0, 59, 61
1, 1920, Note_on_c, 0, 66, 61
1, 1920, Note_on_c, 0, 71, 60
1, 1920, Note_on_c, 0, 80, 69
1, 1920, Note_off_c, 0, 35, 64
1, 1921, Control_c, 0, 101, 0
1, 1921, Control_c, 0, 101, 0
1, 1921, Control_c, 0, 100, 0
1, 1921, Control_c, 0, 100, 0
1, 1921, Control_c, 0, 6, 12
1, 1921, Control_c, 0, 6, 12
1, 1921, Control_c, 0, 38, 0
1, 1921, Control_c, 0, 38, 0
1, 1925, Control_c, 0, 7, 102
1, 1925, Control_c, 0, 7, 110
1, 2157, Note_off_c, 0, 80, 0
1, 2160, Note_on_c, 0, 82, 64
1, 2384, Note_off_c, 0, 82, 0
1, 2400, Note_on_c, 0, 85, 65
1, 2400, Note_off_c, 0, 22, 64
1, 2622, Note_off_c, 0, 85, 0
1, 2640, Note_on_c, 0, 78, 64
1, 2865, Note_off_c, 0, 78, 0
1, 2880, Note_on_c, 0, 23, 70
1, 2880, Note_on_c, 0, 80, 67
1, 2880, Note_off_c, 0, 23, 64
1, 3105, Note_off_c, 0, 80, 0
1, 3110, Note_off_c, 0, 59, 0
1, 3110, Note_off_c, 0, 66, 0
