0,0, Header,0,1,480,,
1,0, Start_track,,,,,
1,0, Title_t," ""Piano""",,,,
1,0, Instrument_name_t," ""Steinway Grand Piano""",,,,
1,0, Time_signature,4,2,24,8,
1,0, Key_signature,0," ""major""",,,
1,0, SMPTE_offset,1,0,0,0,0
1,0, Tempo,705882,,,,
1,0, Note_on_c,0,35,61,,
1,480, Note_on_c,0,35,61,,
1,480, Note_off_c,0,35,64,,
1,960, Note_on_c,0,35,61,,
1,960, Note_off_c,0,35,64,,
1,1440, Note_on_c,0,35,61,,
1,1440, Note_off_c,0,35,64,,
1,1920, Control_c,0,0,121,,
1,1920, Control_c,0,32,0,,
1,1920, Program_c,0,0,,,
1,1920, Control_c,0,7,101,,
1,1920, Control_c,0,7,102,,
1,1920, Control_c,0,7,110,,
1,1920, Control_c,0,10,64,,
1,1920, Note_on_c,0,48,61,,
1,1920, Note_on_c,0,51,61,,
1,1920, Note_on_c,0,55,75,,
1,1920, Note_on_c,0,60,69,,
1,1920, Note_off_c,0,35,64,,
1,1921, Control_c,0,101,0,,
1,1921, Control_c,0,101,0,,
1,1921, Control_c,0,100,0,,
1,1921, Control_c,0,100,0,,
1,1921, Control_c,0,6,12,,
1,1921, Control_c,0,6,12,,
1,1921, Control_c,0,38,0,,
1,1921, Control_c,0,38,0,,
1,1925, Control_c,0,7,102,,
1,1925, Control_c,0,7,110,,
1,2400, Note_on_c,0,63,65,,
1,2409, Note_off_c,0,60,0,,
1,2875, Note_off_c,0,63,0,,
1,2880, Note_on_c,0,53,59,,
1,2880, Note_on_c,0,56,59,,
1,2880, Note_on_c,0,60,73,,
1,2880, Note_on_c,0,65,67,,
1,2885, Note_off_c,0,48,0,,
1,2885, Note_off_c,0,51,0,,
1,2885, Note_off_c,0,55,0,,
1,3235, Note_off_c,0,65,0,,
1,3240, Note_on_c,0,63,64,,
1,3583, Note_off_c,0,63,0,,
1,3600, Note_on_c,0,65,64,,
1,3830, Note_off_c,0,53,0,,
1,3830, Note_off_c,0,56,0,,
1,3830, Note_off_c,0,60,0,,
1,3838, Note_off_c,0,65,0,,
1,3840, Note_on_c,0,46,61,,
1,3840, Note_on_c,0,50,61,,
